instance,algorithm,randomSeed,epsilon,horizon,REG
small_scale,epsilon-greedy,24,0.02,51200,199.0
small_scale,epsilon-greedy,24,0.02,204800,592.0
small_scale,epsilon-greedy,25,0.02,50,31.0
small_scale,epsilon-greedy,25,0.02,200,43.0
small_scale,epsilon-greedy,25,0.02,800,53.0
small_scale,epsilon-greedy,25,0.02,3200,112.0
small_scale,epsilon-greedy,25,0.02,12800,153.0
small_scale,epsilon-greedy,25,0.02,51200,235.0
small_scale,epsilon-greedy,25,0.02,204800,710.0
small_scale,epsilon-greedy,26,0.02,50,22.0
small_scale,epsilon-greedy,26,0.02,200,44.0
small_scale,epsilon-greedy,26,0.02,800,55.0
small_scale,epsilon-greedy,26,0.02,3200,68.0
small_scale,epsilon-greedy,26,0.02,12800,86.0
small_scale,epsilon-greedy,26,0.02,51200,234.0
small_scale,epsilon-greedy,26,0.02,204800,720.0
small_scale,epsilon-greedy,27,0.02,50,18.0
small_scale,epsilon-greedy,27,0.02,200,49.0
small_scale,epsilon-greedy,27,0.02,800,54.0
small_scale,epsilon-greedy,27,0.02,3200,72.0
small_scale,epsilon-greedy,27,0.02,12800,86.0
small_scale,epsilon-greedy,27,0.02,51200,312.0
small_scale,epsilon-greedy,27,0.02,204800,967.0
small_scale,epsilon-greedy,28,0.02,50,21.0
small_scale,epsilon-greedy,28,0.02,200,29.0
small_scale,epsilon-greedy,28,0.02,800,45.0
small_scale,epsilon-greedy,28,0.02,3200,38.0
small_scale,epsilon-greedy,28,0.02,12800,112.0
small_scale,epsilon-greedy,28,0.02,51200,82.0
small_scale,epsilon-greedy,28,0.02,204800,715.0
small_scale,epsilon-greedy,29,0.02,50,7.0
small_scale,epsilon-greedy,29,0.02,200,8.0
small_scale,epsilon-greedy,29,0.02,800,-2.0
small_scale,epsilon-greedy,29,0.02,3200,11.0
small_scale,epsilon-greedy,29,0.02,12800,101.0
small_scale,epsilon-greedy,29,0.02,51200,210.0
small_scale,epsilon-greedy,29,0.02,204800,600.0
small_scale,epsilon-greedy,30,0.02,50,18.0
small_scale,epsilon-greedy,30,0.02,200,78.0
small_scale,epsilon-greedy,30,0.02,800,119.0
small_scale,epsilon-greedy,30,0.02,3200,157.0
small_scale,epsilon-greedy,30,0.02,12800,156.0
small_scale,epsilon-greedy,30,0.02,51200,290.0
small_scale,epsilon-greedy,30,0.02,204800,993.0
small_scale,epsilon-greedy,31,0.02,50,6.0
small_scale,epsilon-greedy,31,0.02,200,12.0
small_scale,epsilon-greedy,31,0.02,800,13.0
small_scale,epsilon-greedy,31,0.02,3200,23.0
small_scale,epsilon-greedy,31,0.02,12800,120.0
small_scale,epsilon-greedy,31,0.02,51200,264.0
small_scale,epsilon-greedy,31,0.02,204800,947.0
small_scale,epsilon-greedy,32,0.02,50,19.0
small_scale,epsilon-greedy,32,0.02,200,76.0
small_scale,epsilon-greedy,32,0.02,800,153.0
small_scale,epsilon-greedy,32,0.02,3200,157.0
small_scale,epsilon-greedy,32,0.02,12800,146.0
small_scale,epsilon-greedy,32,0.02,51200,293.0
small_scale,epsilon-greedy,32,0.02,204800,808.0
small_scale,epsilon-greedy,33,0.02,50,21.0
small_scale,epsilon-greedy,33,0.02,200,84.0
small_scale,epsilon-greedy,33,0.02,800,100.0
small_scale,epsilon-greedy,33,0.02,3200,88.0
small_scale,epsilon-greedy,33,0.02,12800,105.0
small_scale,epsilon-greedy,33,0.02,51200,250.0
small_scale,epsilon-greedy,33,0.02,204800,1063.0
small_scale,epsilon-greedy,34,0.02,50,24.0
small_scale,epsilon-greedy,34,0.02,200,81.0
small_scale,epsilon-greedy,34,0.02,800,193.0
small_scale,epsilon-greedy,34,0.02,3200,181.0
small_scale,epsilon-greedy,34,0.02,12800,220.0
small_scale,epsilon-greedy,34,0.02,51200,409.0
small_scale,epsilon-greedy,34,0.02,204800,1101.0
small_scale,epsilon-greedy,35,0.02,50,18.0
small_scale,epsilon-greedy,35,0.02,200,40.0
small_scale,epsilon-greedy,35,0.02,800,45.0
small_scale,epsilon-greedy,35,0.02,3200,97.0
small_scale,epsilon-greedy,35,0.02,12800,144.0
small_scale,epsilon-greedy,35,0.02,51200,184.0
small_scale,epsilon-greedy,35,0.02,204800,851.0
small_scale,epsilon-greedy,36,0.02,50,11.0
small_scale,epsilon-greedy,36,0.02,200,11.0
small_scale,epsilon-greedy,36,0.02,800,10.0
small_scale,epsilon-greedy,36,0.02,3200,34.0
small_scale,epsilon-greedy,36,0.02,12800,91.0
small_scale,epsilon-greedy,36,0.02,51200,260.0
small_scale,epsilon-greedy,36,0.02,204800,1066.0
small_scale,epsilon-greedy,37,0.02,50,9.0
small_scale,epsilon-greedy,37,0.02,200,9.0
small_scale,epsilon-greedy,37,0.02,800,19.0
small_scale,epsilon-greedy,37,0.02,3200,10.0
small_scale,epsilon-greedy,37,0.02,12800,-33.0
small_scale,epsilon-greedy,37,0.02,51200,67.0
small_scale,epsilon-greedy,37,0.02,204800,695.0
small_scale,epsilon-greedy,38,0.02,50,18.0
small_scale,epsilon-greedy,38,0.02,200,24.0
small_scale,epsilon-greedy,38,0.02,800,24.0
small_scale,epsilon-greedy,38,0.02,3200,60.0
small_scale,epsilon-greedy,38,0.02,12800,120.0
small_scale,epsilon-greedy,38,0.02,51200,392.0
small_scale,epsilon-greedy,38,0.02,204800,938.0
small_scale,epsilon-greedy,39,0.02,50,9.0
small_scale,epsilon-greedy,39,0.02,200,16.0
small_scale,epsilon-greedy,39,0.02,800,19.0
small_scale,epsilon-greedy,39,0.02,3200,38.0
small_scale,epsilon-greedy,39,0.02,12800,79.0
small_scale,epsilon-greedy,39,0.02,51200,61.0
small_scale,epsilon-greedy,39,0.02,204800,822.0
small_scale,epsilon-greedy,40,0.02,50,7.0
small_scale,epsilon-greedy,40,0.02,200,1.0
small_scale,epsilon-greedy,40,0.02,800,18.0
small_scale,epsilon-greedy,40,0.02,3200,13.0
small_scale,epsilon-greedy,40,0.02,12800,36.0
small_scale,epsilon-greedy,40,0.02,51200,105.0
small_scale,epsilon-greedy,40,0.02,204800,1106.0
small_scale,epsilon-greedy,41,0.02,50,17.0
small_scale,epsilon-greedy,41,0.02,200,13.0
small_scale,epsilon-greedy,41,0.02,800,13.0
small_scale,epsilon-greedy,41,0.02,3200,36.0
small_scale,epsilon-greedy,41,0.02,12800,61.0
small_scale,epsilon-greedy,41,0.02,51200,277.0
small_scale,epsilon-greedy,41,0.02,204800,735.0
small_scale,epsilon-greedy,42,0.02,50,17.0
small_scale,epsilon-greedy,42,0.02,200,42.0
small_scale,epsilon-greedy,42,0.02,800,52.0
small_scale,epsilon-greedy,42,0.02,3200,77.0
small_scale,epsilon-greedy,42,0.02,12800,80.0
small_scale,epsilon-greedy,42,0.02,51200,156.0
small_scale,epsilon-greedy,42,0.02,204800,679.0
small_scale,epsilon-greedy,43,0.02,50,16.0
small_scale,epsilon-greedy,43,0.02,200,12.0
small_scale,epsilon-greedy,43,0.02,800,26.0
small_scale,epsilon-greedy,43,0.02,3200,50.0
small_scale,epsilon-greedy,43,0.02,12800,30.0
small_scale,epsilon-greedy,43,0.02,51200,82.0
small_scale,epsilon-greedy,43,0.02,204800,847.0
small_scale,epsilon-greedy,44,0.02,50,18.0
small_scale,epsilon-greedy,44,0.02,200,74.0
small_scale,epsilon-greedy,44,0.02,800,306.0
small_scale,epsilon-greedy,44,0.02,3200,654.0
small_scale,epsilon-greedy,44,0.02,12800,692.0
small_scale,epsilon-greedy,44,0.02,51200,809.0
small_scale,epsilon-greedy,44,0.02,204800,1502.0
small_scale,epsilon-greedy,45,0.02,50,17.0
small_scale,epsilon-greedy,45,0.02,200,73.0
small_scale,epsilon-greedy,45,0.02,800,78.0
small_scale,epsilon-greedy,45,0.02,3200,106.0
small_scale,epsilon-greedy,45,0.02,12800,192.0
small_scale,epsilon-greedy,45,0.02,51200,394.0
small_scale,epsilon-greedy,45,0.02,204800,1013.0
small_scale,epsilon-greedy,46,0.02,50,11.0
small_scale,epsilon-greedy,46,0.02,200,10.0
small_scale,epsilon-greedy,46,0.02,800,13.0
small_scale,epsilon-greedy,46,0.02,3200,-5.0
small_scale,epsilon-greedy,46,0.02,12800,-30.0
small_scale,epsilon-greedy,46,0.02,51200,-23.0
small_scale,epsilon-greedy,46,0.02,204800,617.0
small_scale,epsilon-greedy,47,0.02,50,11.0
small_scale,epsilon-greedy,47,0.02,200,9.0
small_scale,epsilon-greedy,47,0.02,800,4.0
small_scale,epsilon-greedy,47,0.02,3200,-13.0
small_scale,epsilon-greedy,47,0.02,12800,17.0
small_scale,epsilon-greedy,47,0.02,51200,226.0
small_scale,epsilon-greedy,47,0.02,204800,689.0
small_scale,epsilon-greedy,48,0.02,50,-2.0
small_scale,epsilon-greedy,48,0.02,200,3.0
small_scale,epsilon-greedy,48,0.02,800,14.0
small_scale,epsilon-greedy,48,0.02,3200,13.0
small_scale,epsilon-greedy,48,0.02,12800,6.0
small_scale,epsilon-greedy,48,0.02,51200,117.0
small_scale,epsilon-greedy,48,0.02,204800,428.0
small_scale,epsilon-greedy,49,0.02,50,17.0
small_scale,epsilon-greedy,49,0.02,200,80.0
small_scale,epsilon-greedy,49,0.02,800,214.0
small_scale,epsilon-greedy,49,0.02,3200,201.0
small_scale,epsilon-greedy,49,0.02,12800,241.0
small_scale,epsilon-greedy,49,0.02,51200,354.0
small_scale,epsilon-greedy,49,0.02,204800,887.0
small_scale,epsilon-greedy,0,0.2,50,6.0
small_scale,epsilon-greedy,0,0.2,200,11.0
small_scale,epsilon-greedy,0,0.2,800,39.0
small_scale,epsilon-greedy,0,0.2,3200,145.0
small_scale,epsilon-greedy,0,0.2,12800,556.0
small_scale,epsilon-greedy,0,0.2,51200,2131.0
small_scale,epsilon-greedy,0,0.2,204800,8322.0
small_scale,epsilon-greedy,1,0.2,50,4.0
small_scale,epsilon-greedy,1,0.2,200,15.0
small_scale,epsilon-greedy,1,0.2,800,40.0
small_scale,epsilon-greedy,1,0.2,3200,142.0
small_scale,epsilon-greedy,1,0.2,12800,553.0
small_scale,epsilon-greedy,1,0.2,51200,2148.0
small_scale,epsilon-greedy,1,0.2,204800,8478.0
small_scale,epsilon-greedy,2,0.2,50,7.0
small_scale,epsilon-greedy,2,0.2,200,10.0
small_scale,epsilon-greedy,2,0.2,800,38.0
small_scale,epsilon-greedy,2,0.2,3200,127.0
small_scale,epsilon-greedy,2,0.2,12800,491.0
small_scale,epsilon-greedy,2,0.2,51200,1989.0
small_scale,epsilon-greedy,2,0.2,204800,8023.0
small_scale,epsilon-greedy,3,0.2,50,4.0
small_scale,epsilon-greedy,3,0.2,200,13.0
small_scale,epsilon-greedy,3,0.2,800,26.0
small_scale,epsilon-greedy,3,0.2,3200,129.0
small_scale,epsilon-greedy,3,0.2,12800,512.0
small_scale,epsilon-greedy,3,0.2,51200,2102.0
small_scale,epsilon-greedy,3,0.2,204800,8187.0
small_scale,epsilon-greedy,4,0.2,50,6.0
small_scale,epsilon-greedy,4,0.2,200,16.0
small_scale,epsilon-greedy,4,0.2,800,32.0
small_scale,epsilon-greedy,4,0.2,3200,93.0
small_scale,epsilon-greedy,4,0.2,12800,506.0
small_scale,epsilon-greedy,4,0.2,51200,2135.0
small_scale,epsilon-greedy,4,0.2,204800,8539.0
small_scale,epsilon-greedy,5,0.2,50,22.0
small_scale,epsilon-greedy,5,0.2,200,28.0
small_scale,epsilon-greedy,5,0.2,800,64.0
small_scale,epsilon-greedy,5,0.2,3200,168.0
small_scale,epsilon-greedy,5,0.2,12800,613.0
small_scale,epsilon-greedy,5,0.2,51200,2067.0
small_scale,epsilon-greedy,5,0.2,204800,8169.0
small_scale,epsilon-greedy,6,0.2,50,3.0
small_scale,epsilon-greedy,6,0.2,200,2.0
small_scale,epsilon-greedy,6,0.2,800,26.0
small_scale,epsilon-greedy,6,0.2,3200,133.0
small_scale,epsilon-greedy,6,0.2,12800,514.0
small_scale,epsilon-greedy,6,0.2,51200,2024.0
small_scale,epsilon-greedy,6,0.2,204800,7962.0
small_scale,epsilon-greedy,7,0.2,50,3.0
small_scale,epsilon-greedy,7,0.2,200,15.0
small_scale,epsilon-greedy,7,0.2,800,43.0
small_scale,epsilon-greedy,7,0.2,3200,115.0
small_scale,epsilon-greedy,7,0.2,12800,416.0
small_scale,epsilon-greedy,7,0.2,51200,2075.0
small_scale,epsilon-greedy,7,0.2,204800,8449.0
small_scale,epsilon-greedy,8,0.2,50,21.0
small_scale,epsilon-greedy,8,0.2,200,20.0
small_scale,epsilon-greedy,8,0.2,800,50.0
small_scale,epsilon-greedy,8,0.2,3200,134.0
small_scale,epsilon-greedy,8,0.2,12800,457.0
small_scale,epsilon-greedy,8,0.2,51200,1929.0
small_scale,epsilon-greedy,8,0.2,204800,8110.0
small_scale,epsilon-greedy,9,0.2,50,17.0
small_scale,epsilon-greedy,9,0.2,200,16.0
small_scale,epsilon-greedy,9,0.2,800,29.0
small_scale,epsilon-greedy,9,0.2,3200,124.0
small_scale,epsilon-greedy,9,0.2,12800,526.0
small_scale,epsilon-greedy,9,0.2,51200,2103.0
small_scale,epsilon-greedy,9,0.2,204800,8171.0
small_scale,epsilon-greedy,10,0.2,50,0.0
small_scale,epsilon-greedy,10,0.2,200,4.0
small_scale,epsilon-greedy,10,0.2,800,9.0
small_scale,epsilon-greedy,10,0.2,3200,99.0
small_scale,epsilon-greedy,10,0.2,12800,502.0
small_scale,epsilon-greedy,10,0.2,51200,1992.0
small_scale,epsilon-greedy,10,0.2,204800,8231.0
small_scale,epsilon-greedy,11,0.2,50,4.0
small_scale,epsilon-greedy,11,0.2,200,21.0
small_scale,epsilon-greedy,11,0.2,800,52.0
small_scale,epsilon-greedy,11,0.2,3200,149.0
small_scale,epsilon-greedy,11,0.2,12800,551.0
small_scale,epsilon-greedy,11,0.2,51200,2100.0
small_scale,epsilon-greedy,11,0.2,204800,8240.0
small_scale,epsilon-greedy,12,0.2,50,1.0
small_scale,epsilon-greedy,12,0.2,200,7.0
small_scale,epsilon-greedy,12,0.2,800,30.0
small_scale,epsilon-greedy,12,0.2,3200,113.0
small_scale,epsilon-greedy,12,0.2,12800,542.0
small_scale,epsilon-greedy,12,0.2,51200,2066.0
small_scale,epsilon-greedy,12,0.2,204800,8396.0
small_scale,epsilon-greedy,13,0.2,50,12.0
small_scale,epsilon-greedy,13,0.2,200,11.0
small_scale,epsilon-greedy,13,0.2,800,43.0
small_scale,epsilon-greedy,13,0.2,3200,136.0
small_scale,epsilon-greedy,13,0.2,12800,556.0
small_scale,epsilon-greedy,13,0.2,51200,2141.0
small_scale,epsilon-greedy,13,0.2,204800,8257.0
small_scale,epsilon-greedy,14,0.2,50,3.0
small_scale,epsilon-greedy,14,0.2,200,4.0
small_scale,epsilon-greedy,14,0.2,800,29.0
small_scale,epsilon-greedy,14,0.2,3200,129.0
small_scale,epsilon-greedy,14,0.2,12800,537.0
small_scale,epsilon-greedy,14,0.2,51200,2030.0
small_scale,epsilon-greedy,14,0.2,204800,8107.0
small_scale,epsilon-greedy,15,0.2,50,-2.0
small_scale,epsilon-greedy,15,0.2,200,2.0
small_scale,epsilon-greedy,15,0.2,800,30.0
small_scale,epsilon-greedy,15,0.2,3200,122.0
small_scale,epsilon-greedy,15,0.2,12800,566.0
small_scale,epsilon-greedy,15,0.2,51200,2051.0
small_scale,epsilon-greedy,15,0.2,204800,8341.0
small_scale,epsilon-greedy,16,0.2,50,7.0
small_scale,epsilon-greedy,16,0.2,200,6.0
small_scale,epsilon-greedy,16,0.2,800,32.0
small_scale,epsilon-greedy,16,0.2,3200,152.0
small_scale,epsilon-greedy,16,0.2,12800,552.0
small_scale,epsilon-greedy,16,0.2,51200,2023.0
small_scale,epsilon-greedy,16,0.2,204800,7986.0
small_scale,epsilon-greedy,17,0.2,50,6.0
small_scale,epsilon-greedy,17,0.2,200,15.0
small_scale,epsilon-greedy,17,0.2,800,36.0
small_scale,epsilon-greedy,17,0.2,3200,125.0
small_scale,epsilon-greedy,17,0.2,12800,459.0
small_scale,epsilon-greedy,17,0.2,51200,1959.0
small_scale,epsilon-greedy,17,0.2,204800,8210.0
small_scale,epsilon-greedy,18,0.2,50,3.0
small_scale,epsilon-greedy,18,0.2,200,6.0
small_scale,epsilon-greedy,18,0.2,800,31.0
small_scale,epsilon-greedy,18,0.2,3200,117.0
small_scale,epsilon-greedy,18,0.2,12800,522.0
small_scale,epsilon-greedy,18,0.2,51200,2000.0
small_scale,epsilon-greedy,18,0.2,204800,8295.0
small_scale,epsilon-greedy,19,0.2,50,2.0
small_scale,epsilon-greedy,19,0.2,200,1.0
small_scale,epsilon-greedy,19,0.2,800,32.0
small_scale,epsilon-greedy,19,0.2,3200,167.0
small_scale,epsilon-greedy,19,0.2,12800,592.0
small_scale,epsilon-greedy,19,0.2,51200,2205.0
small_scale,epsilon-greedy,19,0.2,204800,8353.0
small_scale,epsilon-greedy,20,0.2,50,5.0
small_scale,epsilon-greedy,20,0.2,200,22.0
small_scale,epsilon-greedy,20,0.2,800,48.0
small_scale,epsilon-greedy,20,0.2,3200,187.0
small_scale,epsilon-greedy,20,0.2,12800,620.0
small_scale,epsilon-greedy,20,0.2,51200,2214.0
small_scale,epsilon-greedy,20,0.2,204800,8409.0
small_scale,epsilon-greedy,21,0.2,50,5.0
small_scale,epsilon-greedy,21,0.2,200,16.0
small_scale,epsilon-greedy,21,0.2,800,55.0
small_scale,epsilon-greedy,21,0.2,3200,150.0
small_scale,epsilon-greedy,21,0.2,12800,635.0
small_scale,epsilon-greedy,21,0.2,51200,2290.0
small_scale,epsilon-greedy,21,0.2,204800,8184.0
small_scale,epsilon-greedy,22,0.2,50,10.0
small_scale,epsilon-greedy,22,0.2,200,7.0
small_scale,epsilon-greedy,22,0.2,800,34.0
small_scale,epsilon-greedy,22,0.2,3200,160.0
small_scale,epsilon-greedy,22,0.2,12800,581.0
small_scale,epsilon-greedy,22,0.2,51200,2113.0
small_scale,epsilon-greedy,22,0.2,204800,8220.0
small_scale,epsilon-greedy,23,0.2,50,8.0
small_scale,epsilon-greedy,23,0.2,200,9.0
small_scale,epsilon-greedy,23,0.2,800,57.0
small_scale,epsilon-greedy,23,0.2,3200,165.0
small_scale,epsilon-greedy,23,0.2,12800,524.0
small_scale,epsilon-greedy,23,0.2,51200,2070.0
small_scale,epsilon-greedy,23,0.2,204800,8158.0
small_scale,epsilon-greedy,24,0.2,50,8.0
small_scale,epsilon-greedy,24,0.2,200,24.0
small_scale,epsilon-greedy,24,0.2,800,44.0
small_scale,epsilon-greedy,24,0.2,3200,136.0
small_scale,epsilon-greedy,24,0.2,12800,546.0
small_scale,epsilon-greedy,24,0.2,51200,1930.0
small_scale,epsilon-greedy,24,0.2,204800,8155.0
small_scale,epsilon-greedy,25,0.2,50,0.0
small_scale,epsilon-greedy,25,0.2,200,6.0
small_scale,epsilon-greedy,25,0.2,800,24.0
small_scale,epsilon-greedy,25,0.2,3200,160.0
small_scale,epsilon-greedy,25,0.2,12800,516.0
small_scale,epsilon-greedy,25,0.2,51200,2079.0
small_scale,epsilon-greedy,25,0.2,204800,8086.0
small_scale,epsilon-greedy,26,0.2,50,10.0
small_scale,epsilon-greedy,26,0.2,200,20.0
small_scale,epsilon-greedy,26,0.2,800,43.0
small_scale,epsilon-greedy,26,0.2,3200,145.0
small_scale,epsilon-greedy,26,0.2,12800,591.0
small_scale,epsilon-greedy,26,0.2,51200,2195.0
small_scale,epsilon-greedy,26,0.2,204800,8210.0
small_scale,epsilon-greedy,27,0.2,50,10.0
small_scale,epsilon-greedy,27,0.2,200,14.0
small_scale,epsilon-greedy,27,0.2,800,42.0
small_scale,epsilon-greedy,27,0.2,3200,154.0
small_scale,epsilon-greedy,27,0.2,12800,459.0
small_scale,epsilon-greedy,27,0.2,51200,2024.0
small_scale,epsilon-greedy,27,0.2,204800,8203.0
small_scale,epsilon-greedy,28,0.2,50,8.0
small_scale,epsilon-greedy,28,0.2,200,14.0
small_scale,epsilon-greedy,28,0.2,800,71.0
small_scale,epsilon-greedy,28,0.2,3200,169.0
small_scale,epsilon-greedy,28,0.2,12800,530.0
small_scale,epsilon-greedy,28,0.2,51200,2086.0
small_scale,epsilon-greedy,28,0.2,204800,7999.0
small_scale,epsilon-greedy,29,0.2,50,15.0
small_scale,epsilon-greedy,29,0.2,200,26.0
small_scale,epsilon-greedy,29,0.2,800,39.0
small_scale,epsilon-greedy,29,0.2,3200,173.0
small_scale,epsilon-greedy,29,0.2,12800,443.0
small_scale,epsilon-greedy,29,0.2,51200,2017.0
small_scale,epsilon-greedy,29,0.2,204800,8409.0
small_scale,epsilon-greedy,30,0.2,50,5.0
small_scale,epsilon-greedy,30,0.2,200,4.0
small_scale,epsilon-greedy,30,0.2,800,50.0
small_scale,epsilon-greedy,30,0.2,3200,193.0
small_scale,epsilon-greedy,30,0.2,12800,538.0
small_scale,epsilon-greedy,30,0.2,51200,2033.0
small_scale,epsilon-greedy,30,0.2,204800,8044.0
small_scale,epsilon-greedy,31,0.2,50,23.0
small_scale,epsilon-greedy,31,0.2,200,44.0
small_scale,epsilon-greedy,31,0.2,800,74.0
small_scale,epsilon-greedy,31,0.2,3200,197.0
small_scale,epsilon-greedy,31,0.2,12800,546.0
small_scale,epsilon-greedy,31,0.2,51200,2055.0
small_scale,epsilon-greedy,31,0.2,204800,8242.0
small_scale,epsilon-greedy,32,0.2,50,5.0
small_scale,epsilon-greedy,32,0.2,200,7.0
small_scale,epsilon-greedy,32,0.2,800,7.0
small_scale,epsilon-greedy,32,0.2,3200,104.0
small_scale,epsilon-greedy,32,0.2,12800,480.0
small_scale,epsilon-greedy,32,0.2,51200,1870.0
small_scale,epsilon-greedy,32,0.2,204800,7852.0
small_scale,epsilon-greedy,33,0.2,50,5.0
small_scale,epsilon-greedy,33,0.2,200,19.0
small_scale,epsilon-greedy,33,0.2,800,45.0
small_scale,epsilon-greedy,33,0.2,3200,115.0
small_scale,epsilon-greedy,33,0.2,12800,500.0
small_scale,epsilon-greedy,33,0.2,51200,2147.0
small_scale,epsilon-greedy,33,0.2,204800,8245.0
small_scale,epsilon-greedy,34,0.2,50,10.0
small_scale,epsilon-greedy,34,0.2,200,13.0
small_scale,epsilon-greedy,34,0.2,800,55.0
small_scale,epsilon-greedy,34,0.2,3200,129.0
small_scale,epsilon-greedy,34,0.2,12800,549.0
small_scale,epsilon-greedy,34,0.2,51200,2157.0
small_scale,epsilon-greedy,34,0.2,204800,8508.0
small_scale,epsilon-greedy,35,0.2,50,18.0
small_scale,epsilon-greedy,35,0.2,200,39.0
small_scale,epsilon-greedy,35,0.2,800,68.0
small_scale,epsilon-greedy,35,0.2,3200,154.0
small_scale,epsilon-greedy,35,0.2,12800,523.0
small_scale,epsilon-greedy,35,0.2,51200,2058.0
small_scale,epsilon-greedy,35,0.2,204800,8311.0
small_scale,epsilon-greedy,36,0.2,50,1.0
small_scale,epsilon-greedy,36,0.2,200,1.0
small_scale,epsilon-greedy,36,0.2,800,29.0
small_scale,epsilon-greedy,36,0.2,3200,139.0
small_scale,epsilon-greedy,36,0.2,12800,512.0
small_scale,epsilon-greedy,36,0.2,51200,2111.0
small_scale,epsilon-greedy,36,0.2,204800,8456.0
small_scale,epsilon-greedy,37,0.2,50,11.0
small_scale,epsilon-greedy,37,0.2,200,18.0
small_scale,epsilon-greedy,37,0.2,800,38.0
small_scale,epsilon-greedy,37,0.2,3200,107.0
small_scale,epsilon-greedy,37,0.2,12800,473.0
small_scale,epsilon-greedy,37,0.2,51200,2015.0
small_scale,epsilon-greedy,37,0.2,204800,8247.0
small_scale,epsilon-greedy,38,0.2,50,12.0
small_scale,epsilon-greedy,38,0.2,200,21.0
small_scale,epsilon-greedy,38,0.2,800,40.0
small_scale,epsilon-greedy,38,0.2,3200,130.0
small_scale,epsilon-greedy,38,0.2,12800,532.0
small_scale,epsilon-greedy,38,0.2,51200,2093.0
small_scale,epsilon-greedy,38,0.2,204800,8374.0
small_scale,epsilon-greedy,39,0.2,50,7.0
small_scale,epsilon-greedy,39,0.2,200,6.0
small_scale,epsilon-greedy,39,0.2,800,21.0
small_scale,epsilon-greedy,39,0.2,3200,133.0
small_scale,epsilon-greedy,39,0.2,12800,545.0
small_scale,epsilon-greedy,39,0.2,51200,1962.0
small_scale,epsilon-greedy,39,0.2,204800,8307.0
small_scale,epsilon-greedy,40,0.2,50,5.0
small_scale,epsilon-greedy,40,0.2,200,3.0
small_scale,epsilon-greedy,40,0.2,800,30.0
small_scale,epsilon-greedy,40,0.2,3200,121.0
small_scale,epsilon-greedy,40,0.2,12800,504.0
small_scale,epsilon-greedy,40,0.2,51200,2009.0
small_scale,epsilon-greedy,40,0.2,204800,8216.0
small_scale,epsilon-greedy,41,0.2,50,2.0
small_scale,epsilon-greedy,41,0.2,200,10.0
